Species,All Traits, , ,Without N/As,,,N/A Percentage
Bactris kunorum,0.6574468085106383,0.6887755102040816,0.6701388888888888,0.7,0.9230769230769231,0.7440476190476191,0.6666666666666666
Bactris longiseta,0.6196646341463414,0.7002551020408163,0.6305555555555556,0.6423611111111112,0.7971014492753623,0.6541019955654103,0.3333333333333333
Bactris major,0.6574468085106383,0.6887755102040816,0.6701388888888888,0.6875,0.8333333333333334,0.7254901960784313,0.5
Bactris oligocarpa,0.6514705882352941,0.7627551020408163,0.6669662921348314,0.6764705882352942,0.8804347826086957,0.69296833064949,0.3333333333333333
Bactris pilosa,0.6761904761904762,0.7831632653061225,0.7004300047778309,0.7,0.9021739130434783,0.7314974182444063,0.3333333333333333
Bactris ptariana,0.6196646341463414,0.7002551020408163,0.6305555555555556,0.6423611111111112,0.7971014492753623,0.6541019955654103,0.3333333333333333
Bactris setosa,0.6309523809523809,0.7104591836734694,0.6459627329192547,0.6531531531531531,0.8079710144927537,0.6718301778542742,0.3333333333333333
Bactris turbinocarpa,0.6095238095238095,0.7254901960784313,0.6205837173579108,0.6333333333333333,0.8854166666666667,0.6458204334365325,0.3333333333333333
Balaka seemannii,0.7711538461538461,0.7303921568627452,0.7484554280670785,0.78,0.78,0.78,0.16666666666666666
Balaka streptostachys,0.9622641509433962,0.75,0.8137254901960784,0.9891304347826086,0.9,0.938949938949939,0.5
Basselinia pancheri,0.6028571428571429,0.6176470588235294,0.6092916984006093,0.6312292358803986,0.7801418439716312,0.6666666666666666,0.5
Basselinia tomentosa,0.7295918367346939,0.7941176470588235,0.7557142857142858,0.75,0.9583333333333333,0.8115942028985508,0.3333333333333333
Bismarckia nobilis,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6553030303030303,0.7907801418439716,0.6947496947496947,0.5
Brassiophoenix schumannii,0.6933962264150944,0.6045918367346939,0.6274509803921569,0.7166666666666667,0.7708333333333333,0.7373271889400922,0.6666666666666666
Butia paraguayensis,0.6203703703703703,0.5637254901960784,0.5777777777777777,0.611111111111111,0.611111111111111,0.611111111111111,0.5
Butia yatay,0.5388888888888889,0.5686274509803921,0.5381944444444444,0.5583333333333333,0.6458333333333333,0.5568181818181818,0.3333333333333333
Calyptrogyne anomala,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6553030303030303,0.7907801418439716,0.6947496947496947,0.5
Calyptronoma rivalis,0.7711538461538461,0.7303921568627452,0.7484554280670785,0.7893617021276595,0.8541666666666667,0.8175438596491227,0.3333333333333333
Chamaedorea allenii,0.7194055944055944,0.8585714285714285,0.7574468085106383,0.7307692307692308,0.9285714285714286,0.7773279352226721,0.16666666666666666
Chamaedorea angustisecta,0.8022959183673469,0.8872549019607843,0.8371428571428572,0.8125,0.97,0.8691514670896114,0.16666666666666666
Chamaedorea costaricana,0.6197552447552448,0.6957142857142857,0.6361702127659574,0.6413461538461538,0.80625,0.6654040404040403,0.3333333333333333
Chamaedorea deneversiana,0.6095238095238095,0.7254901960784313,0.6205837173579108,0.6208333333333333,0.79,0.6333333333333333,0.16666666666666666
Chamaedorea elegans,0.6615384615384616,0.6372549019607843,0.6478375992939099,0.7,0.9634146341463414,0.7667269439421339,0.6666666666666666
Chamaedorea ernesti-augusti,0.8807692307692307,0.8235294117647058,0.849073256840247,0.89,0.89,0.8900000000000001,0.16666666666666666
Chamaedorea klotzschiana,0.6444444444444445,0.7549019607843137,0.6701388888888888,0.6666666666666666,0.9183673469387755,0.7055555555555555,0.3333333333333333
Chamaedorea lucidifrons,0.8636363636363636,0.9693877551020409,0.9052631578947369,0.8636363636363636,0.9693877551020409,0.9052631578947369,0.0
Chamaedorea macrospadix,0.9636363636363636,0.6666666666666666,0.7311320754716981,1.0,1.0,1.0,0.6666666666666666
Chamaedorea metallica,0.8466981132075472,0.7401960784313726,0.7807692307692308,0.8645833333333333,0.8645833333333333,0.8645833333333333,0.3333333333333333
Chamaedorea oblongata,0.7711538461538461,0.7303921568627452,0.7484554280670785,0.7895833333333333,0.8545918367346939,0.8178694158075601,0.3333333333333333
Chamaedorea oreophila,0.7680851063829788,0.7916666666666666,0.7789473684210526,0.7777777777777778,0.8324468085106382,0.8007246376811594,0.16666666666666666
Chamaedorea pauciflora,0.7013888888888888,0.7843137254901961,0.7313131313131314,0.711352657004831,0.8500000000000001,0.7544642857142857,0.16666666666666666
Chamaedorea pochutlensis,0.5854700854700854,0.696078431372549,0.5777777777777778,0.6111111111111112,0.8571428571428572,0.5984848484848484,0.3333333333333333
Chamaedorea pygmaea,0.7393617021276595,0.8676470588235294,0.7818877551020409,0.75,0.95,0.8070175438596492,0.16666666666666666
Chamaedorea rojasiana,0.694359756097561,0.7951388888888888,0.7182022471910112,0.7059294871794872,0.8417553191489362,0.7335271317829457,0.16666666666666666
Chamaedorea sartorii,0.7393617021276595,0.8676470588235294,0.7818877551020409,0.75,0.95,0.8070175438596492,0.16666666666666666
Chamaedorea simplex,0.5841836734693877,0.6078431372549019,0.5928571428571429,0.5930851063829787,0.64,0.6074544012688343,0.16666666666666666
Chamaedorea tepejilote,0.6933962264150944,0.6045918367346939,0.6274509803921569,0.7173913043478262,0.6777777777777778,0.6947496947496947,0.5
Chamaedorea tuerckheimii,0.7013888888888888,0.7843137254901961,0.7313131313131314,0.7222222222222222,0.9489795918367347,0.7808105872622001,0.3333333333333333
Chamaedorea warscewiczii,0.6669435215946844,0.8284313725490196,0.6968085106382979,0.6785714285714286,0.9099999999999999,0.7137073452862926,0.16666666666666666
Cocos nucifera,0.6887755102040816,0.6574468085106383,0.6701388888888888,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.3333333333333333
Cryosophila stauracantha,0.8466981132075472,0.7401960784313726,0.7807692307692308,0.8645833333333333,0.8645833333333333,0.8645833333333333,0.3333333333333333
Cyrtostachys elegans,0.9711538461538461,0.8125,0.8697638994668697,1.0,1.0,1.0,0.5
Cyrtostachys glauca,0.7009803921568627,0.6568877551020409,0.6742857142857143,0.7173913043478262,0.7173913043478262,0.7173913043478262,0.3333333333333333
Cyrtostachys loriae,0.9711538461538461,0.8125,0.8697638994668697,1.0,1.0,1.0,0.5
Cyrtostachys renda,0.7013888888888888,0.7843137254901961,0.7313131313131314,0.7222222222222222,0.9479166666666667,0.7802197802197801,0.3333333333333333
Daemonorops scapigera,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Desmoncus giganteus,0.7013888888888888,0.7843137254901961,0.7313131313131314,0.7222222222222222,0.9479166666666667,0.7802197802197801,0.3333333333333333
Desmoncus mitis,0.7423076923076923,0.6458333333333334,0.6742857142857143,0.7666666666666666,0.7272727272727273,0.7446373850868233,0.5
Desmoncus orthacanthos,0.7151162790697674,0.7755319148936171,0.7361111111111112,0.736842105263158,0.8579545454545454,0.7694013303769401,0.3333333333333333
Desmoncus polyacanthos,0.5637755102040816,0.5637755102040816,0.5637755102040816,0.5892857142857143,0.6333333333333333,0.6021220159151194,0.5
Desmoncus stans,0.5114795918367347,0.5147058823529412,0.5114285714285713,0.5386904761904762,0.5921985815602837,0.5403472931562819,0.5
Dictyocaryum ptarianum,0.7916666666666666,0.7680851063829788,0.7789473684210526,0.810077519379845,0.8409090909090908,0.8242055442866802,0.3333333333333333
Dransfieldia micrantha,0.5474308300395256,0.5784313725490196,0.5506367495451789,0.5670995670995671,0.6581632653061225,0.5728937728937729,0.3333333333333333
Drymophloeus litigiosus,0.7519230769230769,0.6670918367346939,0.6961157654226962,0.76875,0.7287234042553192,0.7464114832535884,0.3333333333333333
Drymophloeus oliviformis,0.7711538461538461,0.7303921568627452,0.7484554280670785,0.7895833333333333,0.8545918367346939,0.8178694158075601,0.3333333333333333
Dypsis andapae,0.44339622641509435,0.46078431372549017,0.4519230769230769,0.4673913043478261,0.4574468085106383,0.4623655913978495,0.5
Dypsis andrianatonga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis bejofo,0.5388888888888889,0.5686274509803921,0.5381944444444444,0.5833333333333334,0.8780487804878049,0.5734126984126984,0.6666666666666666
Dypsis cabadae,0.5872641509433962,0.5711538461538461,0.5777777777777778,0.6141304347826086,0.71875,0.6453900709219859,0.5
Dypsis catatiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis concinna,0.9553571428571428,0.5833333333333334,0.6194926568758344,1.0,1.0,1.0,0.8333333333333334
Dypsis confusa,0.5361702127659574,0.5433673469387755,0.5381944444444445,0.5523809523809524,0.5797101449275363,0.5568181818181819,0.3333333333333333
Dypsis coursii,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis decaryi,0.6028571428571429,0.6176470588235294,0.6092916984006093,0.6312292358803986,0.7801418439716312,0.6666666666666666,0.5
Dypsis heterophylla,0.8089622641509434,0.6393617021276595,0.6742857142857142,0.8239795918367347,0.6763888888888889,0.7180851063829787,0.3333333333333333
Dypsis hiarakae,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis linearis,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis lutescens,0.6568877551020409,0.7009803921568627,0.6742857142857143,0.6761363636363636,0.8229166666666667,0.7173913043478262,0.3333333333333333
Dypsis malcomberi,0.6028571428571429,0.6176470588235294,0.6092916984006093,0.6428571428571428,0.9390243902439024,0.6897546897546898,0.6666666666666666
Dypsis mananjarensis,0.44545454545454544,0.4803921568627451,0.46226415094339623,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666
Dypsis marojejyi,0.6954545454545454,0.5614285714285714,0.5777777777777778,0.7083333333333333,0.7083333333333333,0.7083333333333333,0.6666666666666666
Dypsis mcdonaldiana,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis minuta,0.8466981132075472,0.7401960784313726,0.7807692307692308,0.85,0.85,0.8500000000000001,0.3333333333333333
Dypsis nodifera,0.551923076923077,0.5441176470588235,0.5472197705207413,0.5680851063829787,0.5833333333333333,0.5742690058479533,0.3333333333333333
Dypsis ovobontsira,0.4423076923076923,0.45098039215686275,0.44660194174757284,0.4696969696969697,0.4305555555555556,0.44927536231884063,0.6666666666666666
Dypsis perrieri,0.5423076923076923,0.5314285714285715,0.5343137254901962,0.5574468085106383,0.5574468085106383,0.5574468085106383,0.3333333333333333
Dypsis prestoniana,0.43478260869565216,0.39215686274509803,0.4123711340206186,0.46875,0.36585365853658536,0.410958904109589,0.6666666666666666
Dypsis procumbens,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis pusilla,0.8271428571428572,0.7920918367346939,0.8080808080808081,0.846031746031746,0.894927536231884,0.8681318681318682,0.3333333333333333
Dypsis serpentina,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dypsis tenuissima,0.9454545454545454,0.625,0.6711538461538462,0.975609756097561,0.75,0.8208333333333333,0.6666666666666666
Dypsis thiryana,0.4444444444444444,0.47058823529411764,0.45714285714285713,0.475,0.4634146341463415,0.4691358024691358,0.6666666666666666
Dypsis utilis,0.6058673469387755,0.5820158102766798,0.5894736842105264,0.6303571428571428,0.6448412698412699,0.6366197183098592,0.6666666666666666
Elaeis oleifera,0.6230769230769231,0.5680851063829787,0.5777777777777777,0.6444444444444444,0.6079734219269103,0.6212121212121212,0.5
Euterpe catinga,0.8278301886792453,0.6772959183673469,0.7205882352941176,0.84375,0.7391304347826086,0.7787234042553192,0.3333333333333333
Euterpe oleracea,0.59375,0.5214285714285715,0.5500927643784786,0.625,0.5762195121951219,0.5993589743589745,0.5
Geonoma aspidiifolia,0.6176470588235294,0.6028571428571429,0.6092916984006093,0.638095238095238,0.6959459459459459,0.6583333333333334,0.5
Geonoma baculifera,0.6842857142857143,0.7107843137254901,0.6961157654226962,0.6934523809523809,0.76,0.7193877551020409,0.16666666666666666
Geonoma camana,0.7401185770750989,0.78125,0.7574468085106383,0.75,0.8218085106382979,0.7773279352226721,0.16666666666666666
Geonoma chococola,0.7045454545454546,0.5735294117647058,0.5966981132075472,0.734375,0.734375,0.734375,0.6666666666666666
Geonoma cuneata,0.9553571428571428,0.5833333333333334,0.6194926568758344,1.0,1.0,1.0,0.8333333333333334
Geonoma deversa,0.4930555555555556,0.49142857142857144,0.4910714285714286,0.51010101010101,0.5166666666666667,0.5062111801242236,0.3333333333333333
Geonoma ferruginea,0.6600790513833992,0.7647058823529411,0.6889023650697392,0.6704545454545454,0.8300000000000001,0.7074468085106383,0.16666666666666666
Geonoma interrupta,0.44339622641509435,0.46078431372549017,0.4519230769230769,0.45918367346938777,0.45918367346938777,0.45918367346938777,0.3333333333333333
Geonoma laxiflora,0.9553571428571428,0.5833333333333334,0.6194926568758344,1.0,1.0,1.0,0.8333333333333334
Geonoma leptospadix,0.7091836734693877,0.7091836734693877,0.7091836734693877,0.7380952380952381,0.8555555555555556,0.7789566755083996,0.5
Geonoma longipedunculata,0.9553571428571428,0.5833333333333334,0.6194926568758344,1.0,1.0,1.0,0.8333333333333334
Geonoma longivaginata,0.6519230769230769,0.6128571428571428,0.6274509803921569,0.6651162790697674,0.6651162790697674,0.6651162790697674,0.3333333333333333
Geonoma macrostachys,0.5114795918367347,0.5147058823529412,0.5114285714285713,0.5361842105263157,0.5852713178294574,0.5353535353535354,0.5
Geonoma maxima,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hydriastele cylindrocarpa,0.6037549407114624,0.6715686274509804,0.6197695573074591,0.6363636363636364,0.9148936170212766,0.6677740863787375,0.5
Hydriastele flabellata,0.6424825174825175,0.8134615384615385,0.6701388888888888,0.6538461538461539,0.9117647058823529,0.6869070208728653,0.16666666666666666
Hydriastele hombronii,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6553030303030303,0.7907801418439716,0.6947496947496947,0.5
Hydriastele longispatha,0.6354166666666666,0.6911764705882353,0.6545454545454545,0.6666666666666666,0.9361702127659575,0.7159090909090909,0.5
Hydriastele pinangoides,0.643687707641196,0.7206632653061225,0.6620553359683794,0.6657509157509157,0.8209219858156028,0.6918604651162791,0.3333333333333333
Hydriastele variabilis,0.5722591362126246,0.642156862745098,0.575531914893617,0.5943223443223443,0.7627551020408163,0.5984848484848484,0.3333333333333333
Hydriastele wendlandiana,0.6354166666666666,0.6911764705882353,0.6545454545454545,0.6666666666666666,0.9361702127659575,0.7159090909090909,0.5
Hyophorbe indica,0.575531914893617,0.575531914893617,0.575531914893617,0.6,0.632890365448505,0.6102055279943303,0.5
Hyphaene coriacea,0.6842857142857143,0.7107843137254901,0.6961157654226962,0.6930091185410334,0.7591836734693878,0.71875,0.16666666666666666
Iriartea deltoidea,0.6597222222222222,0.6468085106382979,0.6526315789473685,0.6678743961352657,0.6678743961352657,0.6678743961352657,0.16666666666666666
Itaya amicorum,0.6176470588235294,0.6028571428571429,0.6092916984006093,0.6439393939393939,0.7065217391304348,0.6666666666666666,0.5
Kentiopsis oliviformis,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6553030303030303,0.7907801418439716,0.6947496947496947,0.5
Kerriodoxa elegans,0.7647058823529411,0.6600790513833992,0.6889023650697392,0.7583333333333333,0.7330827067669172,0.7435897435897436,0.16666666666666666
Leopoldinia piassaba,0.5326923076923077,0.5216836734693877,0.5224676313785225,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5
Lepidocaryum tenue,0.8785714285714286,0.7618577075098814,0.8020833333333333,0.9053156146179402,0.8630952380952381,0.8823529411764706,0.5
Licuala paludosa,0.7818877551020409,0.7818877551020409,0.7818877551020409,0.8011363636363636,0.8840579710144928,0.8349206349206351,0.3333333333333333
Linospadix microcaryus,0.95,0.7916666666666667,0.8421052631578947,0.9767441860465116,0.8888888888888888,0.9255952380952381,0.5
Linospadix minor,0.7745098039215685,0.6787234042553192,0.7091836734693877,0.7992424242424242,0.7624584717607974,0.7789566755083996,0.5
Linospadix monostachyos,0.7657142857142857,0.803921568627451,0.7829398324447829,0.7657142857142857,0.803921568627451,0.7829398324447829,0.0
Linospadix palmerianus,0.8545918367346939,0.8545918367346939,0.8545918367346939,0.8643617021276595,0.9077380952380952,0.8842105263157894,0.16666666666666666
Livistona benthamii,0.9537037037037037,0.6875,0.7484554280670785,0.9767441860465116,0.8,0.8630952380952381,0.5
Livistona drudei,0.9085714285714286,0.8647959183673469,0.8848484848484848,0.9285714285714286,0.9893617021276595,0.95616211745244,0.3333333333333333
Livistona eastonii,0.8271428571428572,0.7920918367346939,0.8080808080808081,0.8462732919254659,0.8953900709219859,0.8684863523573201,0.3333333333333333
Livistona humilis,0.7180851063829787,0.7614795918367347,0.7361111111111112,0.7277777777777779,0.8050595238095238,0.756483238456673,0.16666666666666666
Livistona lorophylla,0.8807692307692307,0.8235294117647058,0.849073256840247,0.89,0.89,0.8900000000000001,0.16666666666666666
Livistona saribus,0.7009803921568627,0.6568877551020409,0.6742857142857143,0.725,0.7634146341463415,0.7418630751964085,0.5
Lytocaryum hoehnei,0.8071428571428572,0.7287234042553192,0.7580351728320194,0.8338870431893688,0.8338870431893688,0.8338870431893688,0.5
Manicaria saccifera,0.7045454545454546,0.5735294117647058,0.5966981132075472,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6666666666666666
Marojejya insignis,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Masoala madagascariensis,0.5683962264150944,0.5414285714285714,0.5472197705207414,0.5661764705882353,0.5833333333333334,0.5714285714285714,0.5
Mauritiella armata,0.7557142857142857,0.7557142857142857,0.7557142857142857,0.7857142857142857,0.9673913043478262,0.8467824310520939,0.5
Mauritiella macroclada,0.6519230769230769,0.6128571428571428,0.6274509803921569,0.6777777777777778,0.7173913043478262,0.6947496947496947,0.5
Maxburretia furtadoana,0.5648148148148148,0.5194444444444445,0.501010101010101,0.5833333333333334,0.6071428571428572,0.5846153846153845,0.6666666666666666
Normanbya normanbyi,0.7465277777777778,0.7716836734693877,0.7580351728320194,0.7560386473429952,0.8154761904761905,0.7805851063829787,0.16666666666666666
Nypa fruticans,0.6274509803921569,0.6274509803921569,0.6274509803921569,0.6553030303030303,0.7907801418439716,0.6947496947496947,0.5
Oenocarpus bacaba,0.6642857142857143,0.6466836734693877,0.6545454545454545,0.6910299003322259,0.7555555555555555,0.7159090909090909,0.5
Oenocarpus balickii,0.9375,0.5625,0.5777777777777777,0.9545454545454546,0.75,0.8095238095238095,0.8333333333333334
Oenocarpus bataua,0.6078431372549019,0.5841836734693877,0.5928571428571429,0.6231884057971014,0.6231884057971014,0.6231884057971014,0.3333333333333333
Oenocarpus distichus,0.7457142857142858,0.7193877551020409,0.7313131313131314,0.7740863787375415,0.8666666666666667,0.8106060606060606,0.5
Oenocarpus mapora,0.7519230769230769,0.6670918367346939,0.6961157654226962,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5
Oenocarpus minor,0.6423076923076922,0.5943877551020409,0.6092916984006093,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5
Oenocarpus simplex,0.7009803921568627,0.6568877551020409,0.6742857142857143,0.7272727272727273,0.7666666666666666,0.7446373850868233,0.5
Oncosperma horridum,0.7180851063829787,0.7614795918367347,0.7361111111111112,0.7380952380952381,0.8623188405797102,0.7784090909090908,0.3333333333333333
Orania disticha,0.6842857142857143,0.7107843137254901,0.6961157654226962,0.703416149068323,0.8341836734693877,0.7464114832535885,0.3333333333333333
Orania lauterbachiana,0.6553156146179402,0.7671428571428571,0.6789554531490015,0.6785714285714286,0.90625,0.7114337568058076,0.3333333333333333
Orania longisquama,0.7962962962962963,0.6568627450980392,0.6984126984126984,0.8070175438596491,0.8070175438596491,0.8070175438596491,0.5
Orania palindan,0.7465034965034965,0.8263888888888888,0.7747035573122529,0.7573260073260073,0.8736702127659575,0.7940074906367041,0.16666666666666666
Orania ravaka,0.42857142857142855,0.4897959183673469,0.45714285714285713,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.8333333333333334
Orania trispatha,0.7205882352941176,0.7205882352941176,0.7205882352941176,0.75,0.9680851063829787,0.8168498168498168,0.5
Parajubaea torallyi,0.7028301886792453,0.6228571428571428,0.64783759929391,0.71875,0.6787234042553192,0.695906432748538,0.3333333333333333
Phoenix reclinata,0.6813725490196079,0.6180851063829788,0.6364795918367346,0.6968085106382979,0.6541666666666667,0.670807453416149,0.3333333333333333
Pholidocarpus macrocarpus,0.8137254901960784,0.8137254901960784,0.8137254901960784,0.8229166666666666,0.8795918367346939,0.8481724461105904,0.16666666666666666
Pholidostachys kalbreyeri,0.4444444444444444,0.47058823529411764,0.45714285714285713,0.46808510638297873,0.46808510638297873,0.46808510638297873,0.5
Pholidostachys pulchra,0.42727272727272725,0.47959183673469385,0.45192307692307687,0.45121951219512196,0.47435897435897434,0.46249999999999997,0.6666666666666666
Pholidostachys synanthera,0.6842857142857143,0.7107843137254901,0.6961157654226962,0.7142857142857143,0.9574468085106382,0.7777777777777778,0.5
Phytelephas macrocarpa,0.8020833333333333,0.8020833333333333,0.8020833333333333,0.821705426356589,0.8952380952380952,0.8522727272727273,0.3333333333333333
Pinanga arinasae,0.5530303030303031,0.6372549019607843,0.5023809523809524,0.5833333333333334,0.7916666666666667,0.5112781954887218,0.3333333333333333
Pinanga coronata,0.5905017921146953,0.5316205533596838,0.5360501567398119,0.5905017921146953,0.5316205533596838,0.5360501567398119,0.0
Pinanga disticha,0.8466981132075472,0.7401960784313726,0.7807692307692308,0.875,0.9893617021276595,0.9231950844854071,0.5
Pinanga javana,0.7292490118577075,0.7468085106382978,0.7373271889400921,0.7599067599067599,0.8704318936877076,0.7967479674796748,0.5
Plectocomiopsis geminiflora,0.9545454545454546,0.6428571428571428,0.6984126984126984,0.9878048780487805,0.8333333333333333,0.8938271604938272,0.6666666666666666
Pritchardia glabrata,0.8271428571428572,0.7920918367346939,0.8080808080808081,0.8571428571428572,0.9777777777777779,0.9053030303030303,0.5
Pseudophoenix lediniana,0.6203703703703703,0.5637254901960784,0.5777777777777777,0.6453900709219859,0.6453900709219859,0.6453900709219859,0.5
Pseudophoenix vinifera,0.7962962962962963,0.6568627450980392,0.6984126984126984,0.8226950354609929,0.8226950354609929,0.8226950354609929,0.5
Raphia farinifera,0.44545454545454544,0.4803921568627451,0.46226415094339623,0.4,0.3333333333333333,0.3636363636363636,0.8333333333333334
Raphia taedigera,0.6745283018867925,0.5787234042553192,0.5928571428571429,0.6956521739130435,0.6196013289036545,0.6424923391215527,0.5
Ravenea glauca,0.44545454545454544,0.4803921568627451,0.46226415094339623,0.47560975609756095,0.47560975609756095,0.47560975609756095,0.6666666666666666
Ravenea lakatra,0.8055555555555556,0.6903846153846154,0.7311320754716981,0.8333333333333333,0.9895833333333333,0.8947368421052633,0.5
Ravenea louvelii,0.6196013289036545,0.7352941176470589,0.6361702127659574,0.6306620209059233,0.8,0.6500867553499132,0.16666666666666666
Ravenea madagascariensis,0.6203703703703703,0.5637254901960784,0.5777777777777777,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.5
Ravenea musicalis,0.6615384615384616,0.6372549019607843,0.6478375992939099,0.6888888888888889,0.801418439716312,0.7282608695652173,0.5
Ravenea robustior,0.6683823529411765,0.7436170212765958,0.6845466155810983,0.6795665634674922,0.7801932367149759,0.6978021978021978,0.16666666666666666
Ravenea sambiranensis,0.9340277777777777,0.9340277777777777,0.9340277777777777,0.9444444444444444,0.9893617021276595,0.9652118912080961,0.16666666666666666
Ravenea xerophila,0.9636363636363636,0.6666666666666666,0.7311320754716981,1.0,1.0,1.0,0.6666666666666666
Reinhardtia koschnyana,0.7519230769230769,0.6670918367346939,0.6961157654226962,0.7680851063829788,0.7282608695652174,0.7458455522971652,0.3333333333333333
Rhapis subtilis,0.7962962962962963,0.6568627450980392,0.6984126984126984,0.8333333333333333,0.9705882352941176,0.8848484848484849,0.6666666666666666
Rhopaloblaste ceramica,0.6787234042553192,0.7745098039215685,0.7091836734693877,0.7,0.9387755102040816,0.7531055900621119,0.3333333333333333
Rhopaloblaste ledermanniana,0.7009803921568627,0.6568877551020409,0.6742857142857143,0.7166666666666667,0.7867647058823529,0.7374999999999999,0.5
